Account General Rate Type,Account Is Active,Account Is Allocated Overhead,Account Is Balancesheet,Account Is GAAP,Account Key,Account Level 0 Name,Account Level 0 Number,Account Level 1 Name,Account Level 1 Number,Account Level 2 Name,Account Level 2 Number,Account Number,Account Type Name,Account Type Sequence,Amount USD,Learn More,Actual,Forecast,Variance,Variance %,Department Is Active,Department Key,Department Level 0 Name,Department Level 0 Number,Department Level 1 Name,Department Level 1 Number,Department Number,Number of Records,Path,Period Ending Date,Scenario,Sheet,Version
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,($828.81),Explore Tableau for Finance Analytics,($829),$0,$829,,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,5/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$723,925.17",Explore Tableau for Finance Analytics,"$723,925",$0,"($723,925)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,5/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$36,395.43",Explore Tableau for Finance Analytics,"$36,395",$0,"($36,395)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,5/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$16,746.55",Explore Tableau for Finance Analytics,"$16,747",$0,"($16,747)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,5/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$27,696.80",Explore Tableau for Finance Analytics,"$27,697",$0,"($27,697)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,5/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$1,098.34",Explore Tableau for Finance Analytics,"$1,098",$0,"($1,098)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$29,154.92",Explore Tableau for Finance Analytics,"$29,155",$0,"($29,155)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$50,304.61",Explore Tableau for Finance Analytics,"$50,305",$0,"($50,305)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$448,834.99",Explore Tableau for Finance Analytics,"$448,835",$0,"($448,835)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$24,662.37",Explore Tableau for Finance Analytics,"$24,662",$0,"($24,662)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$18,483.95",Explore Tableau for Finance Analytics,"$18,484",$0,"($18,484)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$87,048.32",Explore Tableau for Finance Analytics,"$87,048",$0,"($87,048)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$4,929.83",Explore Tableau for Finance Analytics,"$4,930",$0,"($4,930)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$48,611.34",Explore Tableau for Finance Analytics,"$48,611",$0,"($48,611)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$89,688.18",Explore Tableau for Finance Analytics,"$89,688",$0,"($89,688)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$650,483.10",Explore Tableau for Finance Analytics,"$650,483",$0,"($650,483)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$12,087.04",Explore Tableau for Finance Analytics,"$12,087",$0,"($12,087)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$21,469.88",Explore Tableau for Finance Analytics,"$21,470",$0,"($21,470)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$23,648.91",Explore Tableau for Finance Analytics,"$23,649",$0,"($23,649)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,$466.85,Explore Tableau for Finance Analytics,$467,$0,($467),,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$28,335.39",Explore Tableau for Finance Analytics,"$28,335",$0,"($28,335)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$53,698.29",Explore Tableau for Finance Analytics,"$53,698",$0,"($53,698)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$677,441.03",Explore Tableau for Finance Analytics,"$677,441",$0,"($677,441)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$32,770.20",Explore Tableau for Finance Analytics,"$32,770",$0,"($32,770)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$7,961.90",Explore Tableau for Finance Analytics,"$7,962",$0,"($7,962)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$64,720.88",Explore Tableau for Finance Analytics,"$64,721",$0,"($64,721)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,159.37",Explore Tableau for Finance Analytics,"$2,159",$0,"($2,159)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$120,177.61",Explore Tableau for Finance Analytics,"$120,178",$0,"($120,178)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$105,377.69",Explore Tableau for Finance Analytics,"$105,378",$0,"($105,378)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$714,486.03",Explore Tableau for Finance Analytics,"$714,486",$0,"($714,486)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$22,935.88",Explore Tableau for Finance Analytics,"$22,936",$0,"($22,936)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$14,138.62",Explore Tableau for Finance Analytics,"$14,139",$0,"($14,139)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$261,269.19",Explore Tableau for Finance Analytics,"$261,269",$0,"($261,269)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,654.74",Explore Tableau for Finance Analytics,"$2,655",$0,"($2,655)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$85,931.50",Explore Tableau for Finance Analytics,"$85,932",$0,"($85,932)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$85,452.00",Explore Tableau for Finance Analytics,"$85,452",$0,"($85,452)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$1,037,390.58",Explore Tableau for Finance Analytics,"$1,037,391",$0,"($1,037,391)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$14,196.18",Explore Tableau for Finance Analytics,"$14,196",$0,"($14,196)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,367.12",Explore Tableau for Finance Analytics,"$2,367",$0,"($2,367)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$228,605.52",Explore Tableau for Finance Analytics,"$228,606",$0,"($228,606)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$11,121.32",Explore Tableau for Finance Analytics,"$11,121",$0,"($11,121)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$73,347.50",Explore Tableau for Finance Analytics,"$73,348",$0,"($73,348)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$67,127.91",Explore Tableau for Finance Analytics,"$67,128",$0,"($67,128)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$968,017.85",Explore Tableau for Finance Analytics,"$968,018",$0,"($968,018)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$44,316.41",Explore Tableau for Finance Analytics,"$44,316",$0,"($44,316)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$6,875.67",Explore Tableau for Finance Analytics,"$6,876",$0,"($6,876)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$27,528.77",Explore Tableau for Finance Analytics,"$27,529",$0,"($27,529)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$5,498.63",Explore Tableau for Finance Analytics,"$5,499",$0,"($5,499)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$24,591.94",Explore Tableau for Finance Analytics,"$24,592",$0,"($24,592)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$346,443.02",Explore Tableau for Finance Analytics,"$346,443",$0,"($346,443)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$1,212,272.00",Explore Tableau for Finance Analytics,"$1,212,272",$0,"($1,212,272)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$19,502.56",Explore Tableau for Finance Analytics,"$19,503",$0,"($19,503)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$17,301.20",Explore Tableau for Finance Analytics,"$17,301",$0,"($17,301)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$267,388.89",Explore Tableau for Finance Analytics,"$267,389",$0,"($267,389)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$897.34,Explore Tableau for Finance Analytics,$897,$0,($897),,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$47,225.89",Explore Tableau for Finance Analytics,"$47,226",$0,"($47,226)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$1,230.00",Explore Tableau for Finance Analytics,"$1,230",$0,"($1,230)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$197.94,Explore Tableau for Finance Analytics,$198,$0,($198),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$1,701.38",Explore Tableau for Finance Analytics,"$1,701",$0,"($1,701)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
